[2025-07-24T03:37:20.195+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [queued]>
[2025-07-24T03:37:20.226+0000] {taskinstance.py:1956} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [queued]>
[2025-07-24T03:37:20.229+0000] {taskinstance.py:2170} INFO - Starting attempt 1 of 2
[2025-07-24T03:37:20.261+0000] {taskinstance.py:2191} INFO - Executing <Task(PythonOperator): load_all_to_mongo> on 2025-07-24 03:36:52.564661+00:00
[2025-07-24T03:37:20.276+0000] {standard_task_runner.py:60} INFO - Started process 2628 to run task
[2025-07-24T03:37:20.281+0000] {standard_task_runner.py:87} INFO - Running: ['***', 'tasks', 'run', 'TechAndUrbanGrowth', 'load_all_to_mongo', 'manual__2025-07-24T03:36:52.564661+00:00', '--job-id', '155', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmppp381ft8']
[2025-07-24T03:37:20.285+0000] {standard_task_runner.py:88} INFO - Job 155: Subtask load_all_to_mongo
[2025-07-24T03:37:20.381+0000] {task_command.py:423} INFO - Running <TaskInstance: TechAndUrbanGrowth.load_all_to_mongo manual__2025-07-24T03:36:52.564661+00:00 [running]> on host 4c8899e5e1ad
[2025-07-24T03:37:20.517+0000] {taskinstance.py:2480} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='TechAndUrbanGrowth' AIRFLOW_CTX_TASK_ID='load_all_to_mongo' AIRFLOW_CTX_EXECUTION_DATE='2025-07-24T03:36:52.564661+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2025-07-24T03:36:52.564661+00:00'
[2025-07-24T03:37:20.520+0000] {load_mongo.py:13} INFO - 📦 Conectando a MongoDB...
[2025-07-24T03:37:20.678+0000] {load_mongo.py:21} INFO - Datos urbanización recibidos: tipo=<class 'list'>, cantidad=2275
[2025-07-24T03:37:20.680+0000] {load_mongo.py:22} INFO - Datos calidad aire recibidos: tipo=<class 'list'>, cantidad=35
[2025-07-24T03:37:20.681+0000] {load_mongo.py:23} INFO - Datos población recibidos: tipo=<class 'list'>, cantidad=2275
[2025-07-24T03:37:20.684+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Argentina', 'country_code': 'AR', 'date': 2024, 'urban_population_percent': 92.579, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.770484'}: 'year'
[2025-07-24T03:37:23.745+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1997, 'urban_population_percent': 91.147, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779456'}: 'year'
[2025-07-24T03:37:23.746+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1996, 'urban_population_percent': 90.835, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779459'}: 'year'
[2025-07-24T03:37:23.748+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1995, 'urban_population_percent': 90.542, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779461'}: 'year'
[2025-07-24T03:37:23.751+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1994, 'urban_population_percent': 90.245, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779463'}: 'year'
[2025-07-24T03:37:23.753+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1993, 'urban_population_percent': 89.94, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779466'}: 'year'
[2025-07-24T03:37:23.755+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1992, 'urban_population_percent': 89.627, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779468'}: 'year'
[2025-07-24T03:37:23.756+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1991, 'urban_population_percent': 89.304, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779471'}: 'year'
[2025-07-24T03:37:23.757+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1990, 'urban_population_percent': 88.973, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779473'}: 'year'
[2025-07-24T03:37:23.759+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1989, 'urban_population_percent': 88.633, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779476'}: 'year'
[2025-07-24T03:37:23.761+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1988, 'urban_population_percent': 88.285, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779478'}: 'year'
[2025-07-24T03:37:23.762+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1987, 'urban_population_percent': 87.926, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779483'}: 'year'
[2025-07-24T03:37:23.763+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1986, 'urban_population_percent': 87.558, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779486'}: 'year'
[2025-07-24T03:37:23.765+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1985, 'urban_population_percent': 87.194, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779488'}: 'year'
[2025-07-24T03:37:23.767+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1984, 'urban_population_percent': 86.85, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779491'}: 'year'
[2025-07-24T03:37:23.769+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1983, 'urban_population_percent': 86.498, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779493'}: 'year'
[2025-07-24T03:37:23.771+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1982, 'urban_population_percent': 86.138, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779496'}: 'year'
[2025-07-24T03:37:23.772+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1981, 'urban_population_percent': 85.769, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779498'}: 'year'
[2025-07-24T03:37:23.774+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1980, 'urban_population_percent': 85.394, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779500'}: 'year'
[2025-07-24T03:37:23.775+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1979, 'urban_population_percent': 85.009, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779503'}: 'year'
[2025-07-24T03:37:23.776+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1978, 'urban_population_percent': 84.616, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779505'}: 'year'
[2025-07-24T03:37:23.777+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1977, 'urban_population_percent': 84.215, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779508'}: 'year'
[2025-07-24T03:37:23.779+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1976, 'urban_population_percent': 83.806, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779511'}: 'year'
[2025-07-24T03:37:23.780+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1975, 'urban_population_percent': 83.387, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779513'}: 'year'
[2025-07-24T03:37:23.781+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1974, 'urban_population_percent': 83.167, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779519'}: 'year'
[2025-07-24T03:37:23.782+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1973, 'urban_population_percent': 82.97, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779521'}: 'year'
[2025-07-24T03:37:23.784+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1972, 'urban_population_percent': 82.771, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779523'}: 'year'
[2025-07-24T03:37:23.786+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1971, 'urban_population_percent': 82.57, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779528'}: 'year'
[2025-07-24T03:37:23.789+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1970, 'urban_population_percent': 82.368, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779531'}: 'year'
[2025-07-24T03:37:23.790+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1969, 'urban_population_percent': 82.164, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779533'}: 'year'
[2025-07-24T03:37:23.791+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1968, 'urban_population_percent': 81.958, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779536'}: 'year'
[2025-07-24T03:37:23.793+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1967, 'urban_population_percent': 81.749, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779538'}: 'year'
[2025-07-24T03:37:23.794+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1966, 'urban_population_percent': 81.539, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779540'}: 'year'
[2025-07-24T03:37:23.795+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1965, 'urban_population_percent': 81.328, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779543'}: 'year'
[2025-07-24T03:37:23.796+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1964, 'urban_population_percent': 81.114, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779545'}: 'year'
[2025-07-24T03:37:23.798+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1963, 'urban_population_percent': 80.899, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779547'}: 'year'
[2025-07-24T03:37:23.799+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1962, 'urban_population_percent': 80.681, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779553'}: 'year'
[2025-07-24T03:37:23.801+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1961, 'urban_population_percent': 80.462, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779559'}: 'year'
[2025-07-24T03:37:23.805+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'Uruguay', 'country_code': 'UY', 'date': 1960, 'urban_population_percent': 80.241, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779561'}: 'year'
[2025-07-24T03:37:23.807+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2024, 'urban_population_percent': 83.515, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779564'}: 'year'
[2025-07-24T03:37:23.809+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2023, 'urban_population_percent': 83.298, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779566'}: 'year'
[2025-07-24T03:37:23.811+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2022, 'urban_population_percent': 83.084, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779569'}: 'year'
[2025-07-24T03:37:23.813+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2021, 'urban_population_percent': 82.873, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779571'}: 'year'
[2025-07-24T03:37:23.814+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2020, 'urban_population_percent': 82.664, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779573'}: 'year'
[2025-07-24T03:37:23.816+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2019, 'urban_population_percent': 82.459, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779576'}: 'year'
[2025-07-24T03:37:23.817+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2018, 'urban_population_percent': 82.256, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779578'}: 'year'
[2025-07-24T03:37:23.819+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2017, 'urban_population_percent': 82.058, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779581'}: 'year'
[2025-07-24T03:37:23.821+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2016, 'urban_population_percent': 81.862, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779584'}: 'year'
[2025-07-24T03:37:23.822+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2015, 'urban_population_percent': 81.671, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779586'}: 'year'
[2025-07-24T03:37:23.823+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2014, 'urban_population_percent': 81.483, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779589'}: 'year'
[2025-07-24T03:37:23.825+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2013, 'urban_population_percent': 81.299, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779594'}: 'year'
[2025-07-24T03:37:23.827+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2012, 'urban_population_percent': 81.119, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779597'}: 'year'
[2025-07-24T03:37:23.828+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2011, 'urban_population_percent': 80.944, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779599'}: 'year'
[2025-07-24T03:37:23.830+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2010, 'urban_population_percent': 80.772, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779602'}: 'year'
[2025-07-24T03:37:23.832+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2009, 'urban_population_percent': 80.606, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779604'}: 'year'
[2025-07-24T03:37:23.834+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2008, 'urban_population_percent': 80.438, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779607'}: 'year'
[2025-07-24T03:37:23.836+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2007, 'urban_population_percent': 80.269, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779609'}: 'year'
[2025-07-24T03:37:23.837+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2006, 'urban_population_percent': 80.099, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779612'}: 'year'
[2025-07-24T03:37:23.838+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2005, 'urban_population_percent': 79.928, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779614'}: 'year'
[2025-07-24T03:37:23.839+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2004, 'urban_population_percent': 79.757, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779616'}: 'year'
[2025-07-24T03:37:23.840+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2003, 'urban_population_percent': 79.583, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779619'}: 'year'
[2025-07-24T03:37:23.841+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2002, 'urban_population_percent': 79.409, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779622'}: 'year'
[2025-07-24T03:37:23.842+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2001, 'urban_population_percent': 79.234, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779624'}: 'year'
[2025-07-24T03:37:23.844+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 2000, 'urban_population_percent': 79.057, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779629'}: 'year'
[2025-07-24T03:37:23.845+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1999, 'urban_population_percent': 78.742, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779632'}: 'year'
[2025-07-24T03:37:23.846+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1998, 'urban_population_percent': 78.377, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779634'}: 'year'
[2025-07-24T03:37:23.847+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1997, 'urban_population_percent': 78.008, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779637'}: 'year'
[2025-07-24T03:37:23.848+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1996, 'urban_population_percent': 77.636, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779642'}: 'year'
[2025-07-24T03:37:23.850+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1995, 'urban_population_percent': 77.257, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779645'}: 'year'
[2025-07-24T03:37:23.851+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1994, 'urban_population_percent': 76.875, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779648'}: 'year'
[2025-07-24T03:37:23.853+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1993, 'urban_population_percent': 76.488, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779650'}: 'year'
[2025-07-24T03:37:23.854+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1992, 'urban_population_percent': 76.097, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779653'}: 'year'
[2025-07-24T03:37:23.854+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1991, 'urban_population_percent': 75.701, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779655'}: 'year'
[2025-07-24T03:37:23.855+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1990, 'urban_population_percent': 75.3, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779658'}: 'year'
[2025-07-24T03:37:23.856+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1989, 'urban_population_percent': 75.089, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779660'}: 'year'
[2025-07-24T03:37:23.857+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1988, 'urban_population_percent': 74.942, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779662'}: 'year'
[2025-07-24T03:37:23.858+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1987, 'urban_population_percent': 74.793, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779673'}: 'year'
[2025-07-24T03:37:23.859+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1986, 'urban_population_percent': 74.644, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779676'}: 'year'
[2025-07-24T03:37:23.860+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1985, 'urban_population_percent': 74.494, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779678'}: 'year'
[2025-07-24T03:37:23.861+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1984, 'urban_population_percent': 74.344, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779681'}: 'year'
[2025-07-24T03:37:23.862+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1983, 'urban_population_percent': 74.194, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779683'}: 'year'
[2025-07-24T03:37:23.863+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1982, 'urban_population_percent': 74.042, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779686'}: 'year'
[2025-07-24T03:37:23.864+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1981, 'urban_population_percent': 73.89, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779688'}: 'year'
[2025-07-24T03:37:23.866+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1980, 'urban_population_percent': 73.738, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779691'}: 'year'
[2025-07-24T03:37:23.867+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1979, 'urban_population_percent': 73.692, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779693'}: 'year'
[2025-07-24T03:37:23.869+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1978, 'urban_population_percent': 73.682, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779696'}: 'year'
[2025-07-24T03:37:23.870+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1977, 'urban_population_percent': 73.673, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779701'}: 'year'
[2025-07-24T03:37:23.871+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1976, 'urban_population_percent': 73.663, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779704'}: 'year'
[2025-07-24T03:37:23.873+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1975, 'urban_population_percent': 73.653, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779706'}: 'year'
[2025-07-24T03:37:23.874+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1974, 'urban_population_percent': 73.643, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779712'}: 'year'
[2025-07-24T03:37:23.875+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1973, 'urban_population_percent': 73.633, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779717'}: 'year'
[2025-07-24T03:37:23.876+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1972, 'urban_population_percent': 73.623, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779720'}: 'year'
[2025-07-24T03:37:23.877+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1971, 'urban_population_percent': 73.613, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779723'}: 'year'
[2025-07-24T03:37:23.878+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1970, 'urban_population_percent': 73.602, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779725'}: 'year'
[2025-07-24T03:37:23.879+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1969, 'urban_population_percent': 73.333, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779728'}: 'year'
[2025-07-24T03:37:23.880+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1968, 'urban_population_percent': 72.974, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779730'}: 'year'
[2025-07-24T03:37:23.881+0000] {load_mongo.py:38} ERROR - Error cargando registro urbanización {'country': 'United States', 'country_code': 'US', 'date': 1967, 'urban_population_percent': 72.612, 'quality': 'buena', 'transformed_at': '2025-07-24T03:37:17.779732'}: 'year'
